contig_id,Superkingdom,Realm,Kingdom,Phylum,Class,Order,Family,Subfamily,Genus,Species
k127_14884754,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_665675,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_1531847,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_4975076,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Musa balbisiana like virus
k127_3702006,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_1536090,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_3705495,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Streptococcus thermophilus like virus
k127_3257541,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_10149518,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Pinus taeda like virus
k127_9264762,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_6257014,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_14899102,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Acinetobacter johnsonii like virus
k127_10151296,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_12700147,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Homo sapiens BAC clone RP11-200K10 like virus
k127_232230,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Gemella haemolysans like virus
k127_11428407,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Streptococcus oralis like virus
k127_7161784,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_9724107,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Leptotrichia like virus
k127_14913095,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Streptococcus satellite phage Javan322
k127_6721184,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Leptotrichia  like virus
k127_5415682,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_1552771,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_1553417,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_13158535,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Solanum lycopersicum like virus
k127_3278044,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_11446539,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Pinus taeda like virus
k127_14040963,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_13595545,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Cucumis sativus like virus
k127_10172711,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Staphylococcus like virus
k127_5855194,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_3282300,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Staphylococcus argenteus 58113 plasmid p2 like virus
k127_8862838,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_9288635,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Malvids like virus
k127_8451851,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_14929973,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_1982588,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Picea glauca like virus
k127_5426911,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_2847682,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Staphylococcus sp. CDC3 plasmid SAP020A like virus
k127_6739040,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Clostridium phage CWou-2020b
k127_11457507,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_12317237,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_4173487,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_1569102,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Gemella haemolysans like virus
k127_15180853,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_5435118,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_5435336,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Uncultured phage
k127_2435351,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_9302487,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_6292078,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Canis lupus familiaris breed Labrador retriever like virus
k127_10191497,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Gemella morbillorum like virus
k127_5019780,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_1135297,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Poncirus trifoliata citrus tristeza virus resistance gene locus like virus
k127_13183477,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Pinus taeda like virus
k127_2861833,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_1997293,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Pinus taeda like virus
k127_5441231,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_2002256,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_12750186,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Lactobacillus iners like virus
k127_2446219,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Streptococcus satellite phage Javan359
k127_8048730,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Sordariomycetidae like virus
k127_276190,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_1590192,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_11077090,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_8055179,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_2457719,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_3324824,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_14090115,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_8060151,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_6778908,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_4630678,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_12352474,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_8063362,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Ictalurus punctatus like virus
k127_735425,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_5465461,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Capsicum annuum like virus
k127_3781910,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_3783240,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_10229195,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_8068273,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Aspergillus chevalieri like virus
k127_7230173,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_740537,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_5906346,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_13653368,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Staphylococcus pasteuri like virus
k127_8915122,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_9790941,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_7648573,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_1608632,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_13226433,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_12368523,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_5479101,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Solanum lycopersicum like virus
k127_1615308,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_12375910,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_755841,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_8087348,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Staphylococcus haemolyticus strain FDAARGOS_517 plasmid unnamed1 like virus
k127_1618677,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_2910038,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_8525209,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_2044896,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_2487513,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Musa balbisiana clone BAC MBP-6L16 like virus
k127_316739,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_4240519,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Solanum lycopersicum like virus
k127_10261847,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_2920187,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_8943896,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Staphylococcus capitis like virus
k127_8537151,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_8537510,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_2922802,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_325008,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Malassezia restricta like virus
k127_8949085,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Mycoplasma cynos C142 like virus
k127_2925316,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_2925428,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_2498921,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Romboutsia like virus
k127_9372271,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Homo sapiens 12p BAC RPCI11-75L1 like virus
k127_3373318,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Pinus taeda like virus
k127_2499858,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Uncultured human fecal virus
k127_7267953,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_8104869,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_13258513,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Staphylococcus saccharolyticus like virus
k127_2501922,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Pinus taeda like virus
k127_6829224,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Streptococcus satellite phage Javan721
k127_2929979,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_12402819,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Solanum like virus
k127_5091578,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_8112357,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_5508447,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Bacteriophage sp.
k127_4258427,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Staphylococcus phage PI-Sepi-HH2
k127_1211046,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Canis lupus familiaris breed Labrador retriever like virus
k127_2074748,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Staphylococcus like virus
k127_6372650,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_6843318,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Staphylococcus warneri like virus
k127_790969,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Streptococcus oralis like virus
k127_5100954,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
