ContigID,Superkingdom,Realm,Kingdom,Phylum,Class,Order,Family,Subfamily,Genus,Species
LC629596.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Caudovirales sp.
MW347582.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Caudovirales sp.
MW348068.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Caudovirales sp.
MW347409.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Caudovirales sp.
LR798458.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR798226.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR798216.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR798382.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR798254.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR797178.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR797154.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR797119.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR797096.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR797091.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR797013.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR797477.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR797454.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR797393.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR797208.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR796965.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR796930.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR796927.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR796846.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR796733.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR796666.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR796595.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR796591.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR796578.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR796573.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR796554.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR796553.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR796494.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR796484.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR796463.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR796396.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR796345.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR796322.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR796235.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR796206.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR796170.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR796163.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
LR796142.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417992.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417986.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417984.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417983.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417982.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417978.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417976.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417974.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417973.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417972.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417969.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417965.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417964.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417963.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417959.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417958.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417955.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417954.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417950.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417949.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417946.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417944.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417943.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417940.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417937.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417930.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417921.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417917.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417909.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417908.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417907.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417906.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417905.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417902.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417901.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417900.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417899.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417897.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417895.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417894.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417892.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417891.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417890.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417889.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417888.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417885.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417880.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417868.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417867.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417863.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417861.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417854.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417850.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417846.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417843.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
MF417840.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
CP019649.1,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
MW387018.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Gardnerella phage vB_Gva_AB1,
NC_048658.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Biseptimavirus,Unclassified Biseptimavirus,Staphylococcus phage SA7
NC_041863.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Mosigvirus,Escherichia virus O157tp3
MN172529.2,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Jasinkavirinae,Pecentumvirus,Listeria phage LP-039
MH494197.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified Myoviridae,Asteriusvirus,Escherichia phage CMSTMSU
KY695153.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Biseptimavirus,Unclassified Biseptimavirus,Staphylococcus phage SA7
MW883060.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Teseptimavirus,Escherichia phage vB_EcoP_SYGE1
LC606224.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Enterococcus phage Entfac.YE1
MW041639.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Skunavirus,Lactococcus phage RH6
MW041638.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Skunavirus,Lactococcus phage GL7
MW554488.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Phietavirus,Staphylococcus phage BUCT556
MN091626.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified Myoviridae,Unclassified Myoviridae,Staphylococcus phage PALS_2
MW544066.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Unclassified Podoviridae,Ithacavirus,Salmonella phage vB_SalP_TR2
CP071049.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Phietavirus,Staphylococcus phage WBG8381
NZ_CP029707.1,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
MT880872.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Staphylococcus phage PhiSepi-HH3
MW460250.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Twortvirinae,Kayvirus,Staphylococcus phage SAOMS1
MW248381.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Teseptimavirus,Escherichia virus T7
MW354670.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Picovirinae,Salasvirus,Bacillus phage BSTP6
MW476490.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified Myoviridae,Unclassified Myoviridae,Lactobacillus phage vB_Lcr_AB1
NC_012751.1,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
NC_002976.3,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
NC_004722.1,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
MW218148.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified Myoviridae,Unclassified Myoviridae,Staphylococcus phage vB_StaM_SA1
NZ_CP019649.1,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
NC_005362.1,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
MW364975.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Phietavirus,Staphylococcus virus vB_SepS_E72
MW364974.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Phietavirus,Staphylococcus virus vB_SepS_459
MW364973.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Phietavirus,Staphylococcus virus vB_SepS_456
MW364972.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Phietavirus,Staphylococcus virus vB_SepS_48
MW364971.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Phietavirus,Staphylococcus virus vB_SepS_27
NZ_CP007800.1,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
NC_024711.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Unclassified Podoviridae,Unclassified Podoviridae,Uncultured CrAssphage
NZ_CP008698.1,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
MW349128.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified Myoviridae,Unclassified Myoviridae,Staphylococcus phage Machias
MW354668.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Picovirinae,Salasvirus,Bacillus phage BSTP4
MW248466.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified Myoviridae,Unclassified Myoviridae,Staphylococcus phage MarsHill
NZ_CP045110.1,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
NC_018838.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Pahexavirus,Propionibacterium virus P100A
NC_018834.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Pahexavirus,Propionibacterium virus P91
LC567836.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Enterobacteria phage PPompW_EH2246
